full name,title,qualifications,primary specialty,practice areas,regions covered,photo url,source url,bio
Mr Nicholas Symons,Consultant General & Colorectal Surgeon,Consultant General & Colorectal Surgeon,Personal Injury,Personal Injury; Clinical Negligence,South East,https://www.mccollumconsultants.com/wp-content/uploads/2026/03/PRT_Nick_Symons_LG.jpg,https://www.mccollumconsultants.com/expert-witness/nicholas-symons/,"Consultant General & Colorectal Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Anal Fistula, Colonoscopy, Emergency Surgery, Laparoscopic Procedures, Rectal Cancer. Covers South East. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Gregory Thomas,Consultant General & Colorectal Surgeon,Consultant General & Colorectal Surgeon,Personal Injury,Personal Injury; Clinical Negligence,London; North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/11/Gregory-Thomas-LG.jpg,https://www.mccollumconsultants.com/expert-witness/gregory-thomas/,"Consultant General & Colorectal Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominal Wall Hernias, Bowel Obstruction, Inflammatory Bowel Disease, Post-operative Complications. Covers London, North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Paul Sutton,Pelvic & Peritoneal Surgeon,"Consultant Colorectal, Pelvic & Peritoneal Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/04/Paul_Sutton_001-CG.jpg,https://www.mccollumconsultants.com/expert-witness/paul-sutton/,"Pelvic & Peritoneal Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Bowel Cancer, Colonoscopy, Gastrointestinal Bleeding, Inflammatory Bowel Disease. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Shailinder Jit Singh,Consultant Paediatric Surgeon & Co-Chair Medical Staff Committee,Consultant Paediatric Surgeon & Co-Chair Medical Staff Committee,Personal Injury,Personal Injury; Clinical Negligence,East Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2025/05/Singh-CG.jpg,https://www.mccollumconsultants.com/expert-witness/shailinder-jit-singh/,"Consultant Paediatric Surgeon & Co-Chair Medical Staff Committee, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Paediatric Colorectal Surgery, General Surgery, Critical Care. Covers East Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Oliver Jones,Consultant Colorectal & General Surgeon,Consultant Colorectal & General Surgeon,Personal Injury,Personal Injury; Clinical Negligence,,,https://www.mccollumconsultants.com/expert-witness/oliver-jones/,"Consultant Colorectal & General Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Bowel Cancer, Inflammatory Bowel Disease, Pelvic Floor Disorders, Laparoscopy. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr David Smith,Consultant Colorectal & General Surgeon,Consultant Colorectal & General Surgeon,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2022/11/Dave-Smith-grey-background4-1-e1669386740432.jpg,https://www.mccollumconsultants.com/expert-witness/david-smi/,"Consultant Colorectal & General Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Bowel Cancer, Colonoscopy, Colonic Polyps, Gastrointestinal Bleeding. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Wasilwa Baraza,Colorectal & Pelvic Floor Surgeon,"Consultant General, Colorectal & Pelvic Floor Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_7007GC.jpg,https://www.mccollumconsultants.com/expert-witness/wasilwa-baraza/,"Colorectal & Pelvic Floor Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Bowel Cancer, Colonoscopy, Inflammatory Bowel Disease, Pelvic Floor Disorders. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Priyanka Sharma,General Practitioner,General Practitioner,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/02/Priyanka_Sharma_grey_crop.jpg,https://www.mccollumconsultants.com/expert-witness/priyanka-sharma/,"General Practitioner, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Blood Pressure, Contraception, Healthcare in the Community, Male Infertility, Sexual Health, Sexually Transmitted Infections. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Rimma Grant,GP Partner,GP Partner,Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2025/05/Rimma_Grant_LG.jpg,https://www.mccollumconsultants.com/expert-witness/rimma-grant/,"GP Partner, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Contraception, Healthcare in the Community, Pregnancy, Reproductive Health, Vasectomy. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Saira Mian,General Practitioner,General Practitioner,Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6609GC.jpg,https://www.mccollumconsultants.com/expert-witness/saira-mian/,"General Practitioner, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Alzheimer's Disease, Antibiotics, Arthritis, Asthma, Autism, Back Pain. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Alex Eaton,General Practitioner (GP) Partner,General Practitioner (GP) Partner,Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,North West,https://www.mccollumconsultants.com/wp-content/uploads/2023/07/Alex_Eaton__Grey_Crop_001.jpg,https://www.mccollumconsultants.com/expert-witness/alex-eaton-gp/,"General Practitioner (GP) Partner, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Alzheimer's Disease, Antibiotics, Arthritis, Asthma, Back Pain, COPD. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Yadavindra S. Singh,General Adult Consultant Psychiatrist,General Adult Consultant Psychiatrist,Personal Injury,Personal Injury; Clinical Negligence; Court of Protection & Mental Capacity; Care Proceedings,,https://www.mccollumconsultants.com/wp-content/uploads/2026/03/Yadav_Singh_001_CG.jpg,https://www.mccollumconsultants.com/expert-witness/yadavindra-s-singh/,"General Adult Consultant Psychiatrist, providing expert witness reports for personal injury, clinical negligence, court of protection & mental capacity, care proceedings cases. Clinical expertise: Anxiety, Bipolar Disorder, CBT, Crisis Intervention, Depression, Mental Capacity Assessment. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr David Murray,Consultant Vascular & Endovascular Surgeon,Consultant Vascular & Endovascular Surgeon,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/11/Dave_M_001_Portrait_LG.jpg,https://www.mccollumconsultants.com/expert-witness/david-murray/,"Consultant Vascular & Endovascular Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: AAA, Aneurysms, Arterial Disease, Endovascular Procedures, Limb Ischaemia, Venous Conditions. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Mark Welch,Consultant Vascular & Endovascular Surgeon,Consultant Vascular & Endovascular Surgeon,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6915GC.jpg,https://www.mccollumconsultants.com/expert-witness/mark-welch/,"Consultant Vascular & Endovascular Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aortic Conditions, Angioplasty, Stenting, Thrombectomy, Venous Disease. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Nee Beng Teo,Consultant Vascular & Endovascular Surgeon,Consultant Vascular & Endovascular Surgeon,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/11/01-CLIENT-BW-G-cropped.jpg,https://www.mccollumconsultants.com/expert-witness/nee-beng-teo/,"Consultant Vascular & Endovascular Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arterial and Venous Pathology, Endovascular Interventions, Aneurysms, Critical Limb Ischaemia. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Charles McCollum,Professor of Surgery,Professor of Surgery,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6859GC.jpg,https://www.mccollumconsultants.com/expert-witness/charles-mccollum-vascular-surgery/,"Professor of Surgery, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Aortic Syndromes, Cerebrovascular Disease, Mesenteric Ischaemia, Vascular Trauma, Paediatric Vascular Conditions. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Sandeep Bahia,Consultant Vascular and Endovascular Surgeon,Consultant Vascular and Endovascular Surgeon,Personal Injury,Personal Injury; Clinical Negligence,South East,https://www.mccollumconsultants.com/wp-content/uploads/2023/06/Sandeep_Bahia_11a_Grey_Crop.jpg,https://www.mccollumconsultants.com/expert-witness/sandeep-bahia-vascular/,"Consultant Vascular and Endovascular Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aneurysms, Endovascular Techniques, Critical Limb Ischaemia, Thrombectomy, Venous Disease. Covers South East. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Pratipal Kalsi,Consultant Spinal Neurosurgeon,Consultant Spinal Neurosurgeon,Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2026/07/P-Kalsi_02_CG.jpg,https://www.mccollumconsultants.com/expert-witness/pratipal-kalsi/,"Consultant Spinal Neurosurgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Back Pain, Cauda Equina Syndrome, Lumbar Decompression, Spinal Cord Injury, Spinal Tumours. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Ravi Chekuri,Consultant Adult & Paediatric Orthopaedic Spine Surgeon,Consultant Adult & Paediatric Orthopaedic Spine Surgeon,Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2026/08/Mr_Ravi_Chekuri_CG.jpg,https://www.mccollumconsultants.com/expert-witness/ravi-chekuri/,"Consultant Adult & Paediatric Orthopaedic Spine Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Complex Spinal Surgery, Degenerative Spine, Scoliosis, Paediatric Spinal Surgery, Minimally Invasive Procedures. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Simon Lammy,Consultant Neurosurgeon & Honorary Clinical Senior Lecturer,Consultant Neurosurgeon & Honorary Clinical Senior Lecturer,Personal Injury,Personal Injury; Clinical Negligence,East Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2026/05/SP_Lammy_LG.jpg,https://www.mccollumconsultants.com/expert-witness/simon-lammy/,"Consultant Neurosurgeon & Honorary Clinical Senior Lecturer, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brain Haemorrhage, Brain Tumours, Cranial Neurosurgery, Degenerative Spine, Spinal Trauma. Covers East Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Ray Ross,Consultant Orthopaedic Spinal Surgeon,Consultant Orthopaedic Spinal Surgeon,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/12/Ray_Ross_CG.jpg,https://www.mccollumconsultants.com/expert-witness/ray-ross/,"Consultant Orthopaedic Spinal Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Back Pain, Cauda Equina Syndrome, Cervical Disease, Degenerative Spine, Whiplash. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Paul Chumas,Consultant Adult and Paediatric Neurosurgeon,Consultant Adult and Paediatric Neurosurgeon,Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Paul_Chumas_LG.jpg,https://www.mccollumconsultants.com/expert-witness/paul-chumas/,"Consultant Adult and Paediatric Neurosurgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brain Haemorrhage, Brain Tumours, Hydrocephalus, Spinal Surgery, Spinal Tumours. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Associate Professor Ryan Mathew,Consultant Neurosurgeon,Consultant Neurosurgeon,Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Ryan_Mathew_LG.jpg,https://www.mccollumconsultants.com/expert-witness/ryan-mathew/,"Consultant Neurosurgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brain Haemorrhage, Brain Injury, Cranial Neurosurgery, Spinal Disc Disease, Spinal Tumours. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr George Eralil,Consultant Neurosurgeon,Consultant Neurosurgeon,Personal Injury,Personal Injury; Clinical Negligence,Wales,https://www.mccollumconsultants.com/wp-content/uploads/2024/03/George-Eralil_Grey_Copy.jpg,https://www.mccollumconsultants.com/expert-witness/george-eralil/,"Consultant Neurosurgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brain Injury, Cranial Neurosurgery, Nerve Injury, Spinal Cord Injury, Spinal Tumours. Covers Wales. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Naveed Yasin,Consultant in Complex Spine Surgery,Consultant in Complex Spine Surgery,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6006GC.jpg,https://www.mccollumconsultants.com/expert-witness/naveed-yasin/,"Consultant in Complex Spine Surgery, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Complex Spinal Surgery, Spinal Cord Dysfunction, Spinal Deformity, Spinal Endoscopy, Spinal Trauma. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Jaykar Panchmatia,Consultant Trauma & Orthopaedic Spine Surgeon,Consultant Trauma & Orthopaedic Spine Surgeon,Personal Injury,Personal Injury; Clinical Negligence,London; Nationwide,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Jaykar-Panchmatia-grey-joe-edit-1-scaled-e1676382610195.jpg,https://www.mccollumconsultants.com/expert-witness/jaykar-panchmatia-spinal-surgeon/,"Consultant Trauma & Orthopaedic Spine Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Back Pain, Cauda Equina Syndrome, Degenerative Spine, Spinal Cord Injury, Spinal Trauma. Covers London, Nationwide. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Richard Ibitoye,Consultant Neurologist,Consultant Neurologist,Personal Injury,Personal Injury; Clinical Negligence,South West,https://www.mccollumconsultants.com/wp-content/uploads/2026/06/IBITOYE-Richard_CG.jpg,https://www.mccollumconsultants.com/expert-witness/richard-ibitoye/,"Consultant Neurologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Balance Disorders, Cognitive Decline, Epilepsy, Falls, Headaches, Parkinson's Disease. Covers South West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Suresh Chhetri,Honorary Clinical Professor in Neurology,Honorary Clinical Professor in Neurology,Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_7107GC.jpg,https://www.mccollumconsultants.com/expert-witness/suresh-chhetri/,"Honorary Clinical Professor in Neurology, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Alzheimer's Disease, Brain Damage, Brain Haemorrhage, Brain Tumour, Cauda Equina Syndrome, Cerebral Palsy. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
